time/episodes,time/time_elapsed,time/fps,train/actor_loss,train/ent_coef_loss,train/ent_coef,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/n_updates,train/critic_loss,train/learning_rate
1580,2515,314,,,,182.20125500000003,500.0,790000,,,
1584,2548,313,-9.731876373291016,21.937841415405273,0.0038596419617533684,194.72517810000005,500.0,800000,39834,0.3863610327243805,0.00075
1588,2548,313,,,,194.72517810000005,500.0,800000,,,
1592,2548,313,,,,194.72517810000005,500.0,800000,,,
1596,2548,313,,,,194.72517810000005,500.0,800000,,,
1600,2548,313,,,,194.72517810000005,500.0,800000,,,
1604,2581,313,-8.775486946105957,-3.9700207710266113,0.00402303971350193,220.19630168,500.0,810000,40334,0.7941527962684631,0.00075
1608,2581,313,,,,220.19630168,500.0,810000,,,
1612,2581,313,,,,220.19630168,500.0,810000,,,
1616,2581,313,,,,220.19630168,500.0,810000,,,
1620,2581,313,,,,220.19630168,500.0,810000,,,
1624,2613,313,-9.244071960449219,-3.0893704891204834,0.004266355186700821,219.36690407000003,500.0,820000,40834,0.4145677089691162,0.00075
1628,2613,313,,,,219.36690407000003,500.0,820000,,,
1632,2613,313,,,,219.36690407000003,500.0,820000,,,
1636,2613,313,,,,219.36690407000003,500.0,820000,,,
1640,2613,313,,,,219.36690407000003,500.0,820000,,,
1644,2646,313,-9.648126602172852,1.5929503440856934,0.004733096808195114,220.61900468,500.0,830000,41334,12.833983421325684,0.00075
1648,2646,313,,,,220.61900468,500.0,830000,,,
1652,2646,313,,,,220.61900468,500.0,830000,,,
1656,2646,313,,,,220.61900468,500.0,830000,,,
1660,2646,313,,,,220.61900468,500.0,830000,,,
1664,2678,313,-12.685735702514648,-4.014592170715332,0.005102446768432856,272.05737133,500.0,840000,41834,0.41883158683776855,0.00075
1668,2678,313,,,,272.05737133,500.0,840000,,,
1672,2678,313,,,,272.05737133,500.0,840000,,,
1676,2678,313,,,,272.05737133,500.0,840000,,,
1680,2678,313,,,,272.05737133,500.0,840000,,,
1684,2710,313,-10.634662628173828,-0.2971839904785156,0.004903258290141821,301.39852365,500.0,850000,42334,0.4624183177947998,0.00075
1688,2710,313,,,,301.39852365,500.0,850000,,,
1692,2710,313,,,,301.39852365,500.0,850000,,,
1696,2710,313,,,,301.39852365,500.0,850000,,,
1700,2710,313,,,,301.39852365,500.0,850000,,,
1704,2742,313,-12.669670104980469,-2.719967842102051,0.005609338637441397,284.60894436000007,500.0,860000,42834,1.3668081760406494,0.00075
1708,2742,313,,,,284.60894436000007,500.0,860000,,,
1712,2742,313,,,,284.60894436000007,500.0,860000,,,
1716,2742,313,,,,284.60894436000007,500.0,860000,,,
1720,2742,313,,,,284.60894436000007,500.0,860000,,,
1724,2774,313,-14.267775535583496,-0.01257181167602539,0.005405806470662355,280.63947249,500.0,870000,43334,0.3630203604698181,0.00075
1728,2775,313,,,,280.63947249,500.0,870000,,,
1732,2775,313,,,,280.63947249,500.0,870000,,,
1736,2775,313,,,,280.63947249,500.0,870000,,,
1740,2775,313,,,,280.63947249,500.0,870000,,,
1744,2806,313,-13.839517593383789,1.8070865869522095,0.0057641565799713135,326.28475270999996,500.0,880000,43834,1.0982590913772583,0.00075
1748,2806,313,,,,326.28475270999996,500.0,880000,,,
1752,2806,313,,,,326.28475270999996,500.0,880000,,,
1756,2806,313,,,,326.28475270999996,500.0,880000,,,
1760,2806,313,,,,326.28475270999996,500.0,880000,,,
1764,2839,313,-12.877157211303711,-2.366880416870117,0.006292363628745079,279.93116427999996,500.0,890000,44334,0.4506935477256775,0.00075
1768,2839,313,,,,279.93116427999996,500.0,890000,,,
1772,2839,313,,,,279.93116427999996,500.0,890000,,,
1776,2839,313,,,,279.93116427999996,500.0,890000,,,
1780,2839,313,,,,279.93116427999996,500.0,890000,,,
1784,2871,313,-13.332221984863281,-1.476318120956421,0.006717624142765999,247.96113388,500.0,900000,44834,0.6676390767097473,0.00075
1788,2871,313,,,,247.96113388,500.0,900000,,,
1792,2871,313,,,,247.96113388,500.0,900000,,,
1796,2871,313,,,,247.96113388,500.0,900000,,,
1800,2871,313,,,,247.96113388,500.0,900000,,,
1804,2903,313,-15.089516639709473,-1.0546386241912842,0.006578018888831139,231.25395479,500.0,910000,45334,0.6562580466270447,0.00075
1808,2903,313,,,,231.25395479,500.0,910000,,,
1812,2903,313,,,,231.25395479,500.0,910000,,,
1816,2903,313,,,,231.25395479,500.0,910000,,,
1820,2903,313,,,,231.25395479,500.0,910000,,,
1824,2935,313,-14.188638687133789,4.122931480407715,0.006342532113194466,224.61362547000002,500.0,920000,45834,0.6303994655609131,0.00075
1828,2935,313,,,,224.61362547000002,500.0,920000,,,
1832,2935,313,,,,224.61362547000002,500.0,920000,,,
1836,2935,313,,,,224.61362547000002,500.0,920000,,,
1840,2935,313,,,,224.61362547000002,500.0,920000,,,
1844,2968,313,-16.965362548828125,-2.829000234603882,0.006628631614148617,202.97482873,500.0,930000,46334,3.388221263885498,0.00075
1848,2968,313,,,,202.97482873,500.0,930000,,,
1852,2968,313,,,,202.97482873,500.0,930000,,,
1856,2968,313,,,,202.97482873,500.0,930000,,,
1860,2968,313,,,,202.97482873,500.0,930000,,,
1864,3000,313,-18.54166030883789,-7.044159889221191,0.006824188865721226,242.62849237000003,500.0,940000,46834,0.5100078582763672,0.00075
1868,3000,313,,,,242.62849237000003,500.0,940000,,,
1872,3000,313,,,,242.62849237000003,500.0,940000,,,
1876,3000,313,,,,242.62849237000003,500.0,940000,,,
1880,3000,313,,,,242.62849237000003,500.0,940000,,,
1884,3032,313,-14.81852912902832,-3.749523639678955,0.007337726186960936,251.41199488,500.0,950000,47334,16.257307052612305,0.00075
1888,3032,313,,,,251.41199488,500.0,950000,,,
1892,3032,313,,,,251.41199488,500.0,950000,,,
1896,3032,313,,,,251.41199488,500.0,950000,,,
1900,3032,313,,,,251.41199488,500.0,950000,,,
1904,3064,313,-17.08431053161621,1.4017258882522583,0.007799817714840174,255.29258674000002,500.0,960000,47834,1.0420634746551514,0.00075
1908,3064,313,,,,255.29258674000002,500.0,960000,,,
1912,3064,313,,,,255.29258674000002,500.0,960000,,,
1916,3064,313,,,,255.29258674000002,500.0,960000,,,
1920,3064,313,,,,255.29258674000002,500.0,960000,,,
1924,3096,313,-16.360509872436523,-1.9445852041244507,0.007928377017378807,268.40017618999997,500.0,970000,48334,0.5738265514373779,0.00075
1928,3096,313,,,,268.40017618999997,500.0,970000,,,
1932,3096,313,,,,268.40017618999997,500.0,970000,,,
1936,3096,313,,,,268.40017618999997,500.0,970000,,,
1940,3096,313,,,,268.40017618999997,500.0,970000,,,
1944,3127,313,-18.79293441772461,1.7346787452697754,0.008154592476785183,231.81430627,500.0,980000,48834,0.8109176158905029,0.00075
1948,3127,313,,,,231.81430627,500.0,980000,,,
1952,3127,313,,,,231.81430627,500.0,980000,,,
1956,3127,313,,,,231.81430627,500.0,980000,,,
1960,3127,313,,,,231.81430627,500.0,980000,,,
1964,3159,313,-19.546056747436523,3.9447929859161377,0.007799204438924789,222.85929305,500.0,990000,49334,0.8863180875778198,0.00075
1968,3159,313,,,,222.85929305,500.0,990000,,,
1972,3159,313,,,,222.85929305,500.0,990000,,,
1976,3159,313,,,,222.85929305,500.0,990000,,,
1980,3159,313,,,,222.85929305,500.0,990000,,,
1984,3191,313,-19.233551025390625,-3.6579246520996094,0.007814768701791763,226.23490549,500.0,1000000,49834,1.0141911506652832,0.00075
1988,3191,313,,,,226.23490549,500.0,1000000,,,
1992,3191,313,,,,226.23490549,500.0,1000000,,,
1996,3191,313,,,,226.23490549,500.0,1000000,,,
2000,3191,313,,,,226.23490549,500.0,1000000,,,
