train/n_updates,rollout/ep_len_mean,time/episodes,time/time_elapsed,train/learning_rate,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/actor_loss,train/critic_loss,train/ent_coef_loss,train/ent_coef
,500.0,1736,2815,,361.85,870000,308,,,,
,500.0,1740,2815,,361.85,870000,308,,,,
43834,500.0,1744,2847,0.003,366.11,880000,309,-29.329727172851562,1.2195634841918945,4.713018894195557,0.007783006876707077
,500.0,1748,2847,,366.11,880000,309,,,,
,500.0,1752,2847,,366.11,880000,309,,,,
,500.0,1756,2847,,366.11,880000,309,,,,
,500.0,1760,2847,,366.11,880000,309,,,,
44334,500.0,1764,2879,0.003,389.94,890000,309,-34.47971725463867,1.738081693649292,35.95616912841797,0.010618915781378746
,500.0,1768,2879,,389.94,890000,309,,,,
,500.0,1772,2879,,389.94,890000,309,,,,
,500.0,1776,2879,,389.94,890000,309,,,,
,500.0,1780,2879,,389.94,890000,309,,,,
44834,500.0,1784,2912,0.003,397.97,900000,309,-34.19097900390625,0.6638439893722534,-0.7296288013458252,0.009789827279746532
,500.0,1788,2912,,397.97,900000,309,,,,
,500.0,1792,2912,,397.97,900000,309,,,,
,500.0,1796,2912,,397.97,900000,309,,,,
,500.0,1800,2912,,397.97,900000,308,,,,
45334,500.0,1804,2944,0.003,411.44,910000,309,-35.92127227783203,3.2505075931549072,23.817956924438477,0.009165788069367409
,500.0,1808,2944,,411.44,910000,309,,,,
,500.0,1812,2944,,411.44,910000,309,,,,
,500.0,1816,2944,,411.44,910000,308,,,,
,500.0,1820,2944,,411.44,910000,308,,,,
45834,500.0,1824,2977,0.003,409.28,920000,308,-32.45169448852539,1.0783065557479858,-1.770198106765747,0.009175911545753479
,500.0,1828,2977,,409.28,920000,308,,,,
,500.0,1832,2977,,409.28,920000,308,,,,
,500.0,1836,2977,,409.28,920000,308,,,,
,500.0,1840,2977,,409.28,920000,308,,,,
46334,500.0,1844,3010,0.003,402.72,930000,308,-37.458946228027344,1.3647972345352173,1.9903972148895264,0.008246727287769318
,500.0,1848,3010,,402.72,930000,308,,,,
,500.0,1852,3010,,402.72,930000,308,,,,
,500.0,1856,3010,,402.72,930000,308,,,,
,500.0,1860,3010,,402.72,930000,308,,,,
46834,500.0,1864,3043,0.003,388.13,940000,308,-35.1591796875,1.7439236640930176,-8.974870681762695,0.010315190069377422
,500.0,1868,3043,,388.13,940000,308,,,,
,500.0,1872,3043,,388.13,940000,308,,,,
,500.0,1876,3043,,388.13,940000,308,,,,
,500.0,1880,3043,,388.13,940000,308,,,,
47334,500.0,1884,3076,0.003,386.59,950000,308,-34.0284309387207,1.4088799953460693,4.821210861206055,0.009806133806705475
,500.0,1888,3076,,386.59,950000,308,,,,
,500.0,1892,3076,,386.59,950000,308,,,,
,500.0,1896,3076,,386.59,950000,308,,,,
,500.0,1900,3076,,386.59,950000,308,,,,
47834,500.0,1904,3108,0.003,398.54,960000,308,-41.02136993408203,40.89727783203125,-7.175849914550781,0.00886397436261177
,500.0,1908,3108,,398.54,960000,308,,,,
,500.0,1912,3108,,398.54,960000,308,,,,
,500.0,1916,3108,,398.54,960000,308,,,,
,500.0,1920,3108,,398.54,960000,308,,,,
48334,500.0,1924,3140,0.003,383.62,970000,308,-38.2606315612793,2.0289766788482666,33.2810173034668,0.011293761432170868
,500.0,1928,3140,,383.62,970000,308,,,,
,500.0,1932,3140,,383.62,970000,308,,,,
,500.0,1936,3140,,383.62,970000,308,,,,
,500.0,1940,3140,,383.62,970000,308,,,,
48834,500.0,1944,3173,0.003,390.39,980000,308,-34.95771789550781,3.1105289459228516,-3.3160152435302734,0.008089612238109112
,500.0,1948,3173,,390.39,980000,308,,,,
,500.0,1952,3173,,390.39,980000,308,,,,
,500.0,1956,3173,,390.39,980000,308,,,,
,500.0,1960,3173,,390.39,980000,308,,,,
49334,500.0,1964,3205,0.003,393.35,990000,308,-39.889225006103516,2.4844319820404053,2.0821542739868164,0.008829914033412933
,500.0,1968,3205,,393.35,990000,308,,,,
,500.0,1972,3205,,393.35,990000,308,,,,
,500.0,1976,3205,,393.35,990000,308,,,,
,500.0,1980,3205,,393.35,990000,308,,,,
49834,500.0,1984,3237,0.003,393.27,1000000,308,-31.087539672851562,0.9614450931549072,-4.499850273132324,0.008035757578909397
,500.0,1988,3237,,393.27,1000000,308,,,,
,500.0,1992,3237,,393.27,1000000,308,,,,
,500.0,1996,3237,,393.27,1000000,308,,,,
,500.0,2000,3237,,393.27,1000000,308,,,,
