train/actor_loss,train/ent_coef_loss,train/ent_coef,time/episodes,train/critic_loss,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/n_updates,rollout/ep_len_mean
,,,1748,,300,880000,317.42,2925,,,500.0
,,,1752,,300,880000,317.42,2925,,,500.0
,,,1756,,300,880000,317.42,2925,,,500.0
,,,1760,,300,880000,317.42,2925,,,500.0
-17.76398468017578,-3.8088314533233643,0.007573665119707584,1764,0.9227817058563232,300,890000,286.72,2958,0.003,44334,500.0
,,,1768,,300,890000,286.72,2958,,,500.0
,,,1772,,300,890000,286.72,2958,,,500.0
,,,1776,,300,890000,286.72,2958,,,500.0
,,,1780,,300,890000,286.72,2958,,,500.0
-21.93475914001465,-3.118957042694092,0.00766786141321063,1784,1.2888519763946533,300,900000,289.81,2990,0.003,44834,500.0
,,,1788,,300,900000,289.81,2990,,,500.0
,,,1792,,300,900000,289.81,2990,,,500.0
,,,1796,,300,900000,289.81,2990,,,500.0
,,,1800,,300,900000,289.81,2990,,,500.0
-21.59954833984375,-5.218303680419922,0.008808735758066177,1804,1.2672626972198486,300,910000,293.29,3024,0.003,45334,500.0
,,,1808,,300,910000,293.29,3024,,,500.0
,,,1812,,300,910000,293.29,3024,,,500.0
,,,1816,,300,910000,293.29,3024,,,500.0
,,,1820,,300,910000,293.29,3024,,,500.0
-25.82004737854004,5.2883405685424805,0.007248843554407358,1824,1.5707365274429321,300,920000,288.28,3056,0.003,45834,500.0
,,,1828,,300,920000,288.28,3056,,,500.0
,,,1832,,300,920000,288.28,3056,,,500.0
,,,1836,,300,920000,288.28,3056,,,500.0
,,,1840,,300,920000,288.28,3056,,,500.0
-25.97856330871582,-1.0279567241668701,0.008744091726839542,1844,2.759420156478882,300,930000,304.58,3090,0.003,46334,500.0
,,,1848,,300,930000,304.58,3090,,,500.0
,,,1852,,300,930000,304.58,3090,,,500.0
,,,1856,,300,930000,304.58,3090,,,500.0
,,,1860,,300,930000,304.58,3090,,,500.0
-25.977516174316406,3.238406181335449,0.00907004252076149,1864,1.5877466201782227,300,940000,291.13,3123,0.003,46834,500.0
,,,1868,,300,940000,291.13,3123,,,500.0
,,,1872,,300,940000,291.13,3123,,,500.0
,,,1876,,300,940000,291.13,3123,,,500.0
,,,1880,,300,940000,291.13,3123,,,500.0
-21.46007537841797,-0.06575572490692139,0.009094316512346268,1884,2.467052698135376,300,950000,327.87,3156,0.003,47334,500.0
,,,1888,,300,950000,327.87,3156,,,500.0
,,,1892,,300,950000,327.87,3156,,,500.0
,,,1896,,300,950000,327.87,3156,,,500.0
,,,1900,,300,950000,327.87,3156,,,500.0
-21.384021759033203,8.003534317016602,0.008133094757795334,1904,1.1555118560791016,300,960000,333.78,3190,0.003,47834,500.0
,,,1908,,300,960000,333.78,3190,,,500.0
,,,1912,,300,960000,333.78,3190,,,500.0
,,,1916,,300,960000,333.78,3190,,,500.0
,,,1920,,300,960000,333.78,3190,,,500.0
-26.634830474853516,-2.424701690673828,0.008001086302101612,1924,58.41471862792969,300,970000,327.01,3224,0.003,48334,500.0
,,,1928,,300,970000,327.01,3224,,,500.0
,,,1932,,300,970000,327.01,3224,,,500.0
,,,1936,,300,970000,327.01,3224,,,500.0
,,,1940,,300,970000,327.01,3224,,,500.0
-23.02338218688965,-2.674405097961426,0.010557461529970169,1944,1.4566494226455688,300,980000,336.08,3257,0.003,48834,500.0
,,,1948,,300,980000,336.08,3257,,,500.0
,,,1952,,300,980000,336.08,3257,,,500.0
,,,1956,,300,980000,336.08,3257,,,500.0
,,,1960,,300,980000,336.08,3257,,,500.0
-28.078289031982422,-5.765148162841797,0.00916494894772768,1964,1.7764893770217896,300,990000,338.17,3290,0.003,49334,500.0
,,,1968,,300,990000,338.17,3290,,,500.0
,,,1972,,300,990000,338.17,3290,,,500.0
,,,1976,,300,990000,338.17,3290,,,500.0
,,,1980,,300,990000,338.17,3290,,,500.0
-26.629104614257812,-6.476940155029297,0.011131278239190578,1984,2.0846996307373047,300,1000000,345.11,3324,0.003,49834,500.0
,,,1988,,300,1000000,345.11,3324,,,500.0
,,,1992,,300,1000000,345.11,3324,,,500.0
,,,1996,,300,1000000,345.11,3324,,,500.0
,,,2000,,300,1000000,345.11,3324,,,500.0
