train/actor_loss,rollout/ep_len_mean,train/ent_coef_loss,time/total_timesteps,train/critic_loss,train/ent_coef,rollout/ep_rew_mean,time/fps,train/n_updates,time/episodes,train/learning_rate,time/time_elapsed
-12.093986511230469,500.0,-2.946396827697754,10000,0.05080317705869675,0.7788388133049011,1.5849246000000001,455,334,4,0.00075,21
,500.0,,10000,,,1.5849246000000001,455,,8,,21
,500.0,,10000,,,1.5849246000000001,455,,12,,21
,500.0,,10000,,,1.5849246000000001,455,,16,,21
,500.0,,10000,,,1.5849246000000001,455,,20,,21
-15.827220916748047,500.0,-7.383713722229004,20000,0.04415860399603844,0.535219132900238,1.53007525,426,834,24,0.00075,46
,500.0,,20000,,,1.53007525,426,,28,,46
,500.0,,20000,,,1.53007525,426,,32,,46
,500.0,,20000,,,1.53007525,426,,36,,46
,500.0,,20000,,,1.53007525,426,,40,,46
-18.89223861694336,500.0,-11.768489837646484,30000,0.02590850740671158,0.36782243847846985,1.4887127333333334,417,1334,44,0.00075,71
,500.0,,30000,,,1.4887127333333334,417,,48,,71
,500.0,,30000,,,1.4887127333333334,417,,52,,71
,500.0,,30000,,,1.4887127333333334,417,,56,,71
,500.0,,30000,,,1.4887127333333334,417,,60,,71
-20.885629653930664,500.0,-16.141366958618164,40000,0.05806843191385269,0.2528359591960907,1.455834425,412,1834,64,0.00075,97
,500.0,,40000,,,1.455834425,412,,68,,97
,500.0,,40000,,,1.455834425,412,,72,,97
,500.0,,40000,,,1.455834425,412,,76,,97
,500.0,,40000,,,1.455834425,411,,80,,97
-21.81183433532715,500.0,-20.64388656616211,50000,0.027272572740912437,0.17381206154823303,1.6469347099999998,408,2334,84,0.00075,122
,500.0,,50000,,,1.6469347099999998,408,,88,,122
,500.0,,50000,,,1.6469347099999998,408,,92,,122
,500.0,,50000,,,1.6469347099999998,408,,96,,122
,500.0,,50000,,,1.6469347099999998,408,,100,,122
-22.294193267822266,500.0,-24.984577178955078,60000,0.03511239215731621,0.119535893201828,1.7490409500000001,407,2834,104,0.00075,147
,500.0,,60000,,,1.7490409500000001,407,,108,,147
,500.0,,60000,,,1.7490409500000001,407,,112,,147
,500.0,,60000,,,1.7490409500000001,407,,116,,147
,500.0,,60000,,,1.7490409500000001,407,,120,,147
-22.374065399169922,500.0,-29.164966583251953,70000,0.04270556569099426,0.08232808858156204,1.9714202300000003,405,3334,124,0.00075,172
,500.0,,70000,,,1.9714202300000003,405,,128,,172
,500.0,,70000,,,1.9714202300000003,405,,132,,172
