time/episodes,train/n_updates,rollout/ep_rew_mean,train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,time/time_elapsed,train/ent_coef,time/total_timesteps,time/fps,train/critic_loss,train/actor_loss
1748,,421.83,,,500.0,2887,,880000,304,,
1752,,421.83,,,500.0,2887,,880000,304,,
1756,,421.83,,,500.0,2887,,880000,304,,
1760,,421.83,,,500.0,2887,,880000,304,,
1764,44334,416.01,0.003,4.3710527420043945,500.0,2920,0.009349357336759567,890000,304,1.1739656925201416,-39.204315185546875
1768,,416.01,,,500.0,2920,,890000,304,,
1772,,416.01,,,500.0,2920,,890000,304,,
1776,,416.01,,,500.0,2920,,890000,304,,
1780,,416.01,,,500.0,2920,,890000,304,,
1784,44834,421.44,0.003,4.744265079498291,500.0,2953,0.011638403870165348,900000,304,1.092908263206482,-37.991981506347656
1788,,421.44,,,500.0,2953,,900000,304,,
1792,,421.44,,,500.0,2953,,900000,304,,
1796,,421.44,,,500.0,2953,,900000,304,,
1800,,421.44,,,500.0,2953,,900000,304,,
1804,45334,425.51,0.003,6.123929500579834,500.0,2986,0.009633253328502178,910000,304,1.4830718040466309,-38.230533599853516
1808,,425.51,,,500.0,2986,,910000,304,,
1812,,425.51,,,500.0,2986,,910000,304,,
1816,,425.51,,,500.0,2986,,910000,304,,
1820,,425.51,,,500.0,2986,,910000,304,,
1824,45834,411.69,0.003,-4.778248310089111,500.0,3019,0.011072411201894283,920000,304,1.4555385112762451,-37.972450256347656
1828,,411.69,,,500.0,3019,,920000,304,,
1832,,411.69,,,500.0,3019,,920000,304,,
1836,,411.69,,,500.0,3019,,920000,304,,
1840,,411.69,,,500.0,3019,,920000,304,,
1844,46334,406.26,0.003,1.4019949436187744,500.0,3052,0.013423728756606579,930000,304,4.489199161529541,-42.48511505126953
1848,,406.26,,,500.0,3052,,930000,304,,
1852,,406.26,,,500.0,3052,,930000,304,,
1856,,406.26,,,500.0,3052,,930000,304,,
1860,,406.26,,,500.0,3052,,930000,304,,
1864,46834,411.86,0.003,1.8148244619369507,500.0,3085,0.012248785234987736,940000,304,1.2063639163970947,-36.878841400146484
1868,,411.86,,,500.0,3085,,940000,304,,
1872,,411.86,,,500.0,3085,,940000,304,,
1876,,411.86,,,500.0,3085,,940000,304,,
1880,,411.86,,,500.0,3085,,940000,304,,
1884,47334,412.4,0.003,1.8090026378631592,500.0,3118,0.009783093817532063,950000,304,2.3637351989746094,-43.85112380981445
1888,,412.4,,,500.0,3118,,950000,304,,
1892,,412.4,,,500.0,3118,,950000,304,,
1896,,412.4,,,500.0,3118,,950000,304,,
1900,,412.4,,,500.0,3118,,950000,304,,
1904,47834,407.44,0.003,-0.8252094984054565,500.0,3151,0.011758442036807537,960000,304,9.46449089050293,-41.50560760498047
1908,,407.44,,,500.0,3151,,960000,304,,
1912,,407.44,,,500.0,3151,,960000,304,,
1916,,407.44,,,500.0,3151,,960000,304,,
1920,,407.44,,,500.0,3151,,960000,304,,
1924,48334,424.4,0.003,6.993248462677002,500.0,3184,0.01123508159071207,970000,304,3.033191680908203,-39.79667663574219
1928,,424.4,,,500.0,3184,,970000,304,,
1932,,424.4,,,500.0,3184,,970000,304,,
1936,,424.4,,,500.0,3184,,970000,304,,
1940,,424.4,,,500.0,3184,,970000,304,,
1944,48834,426.95,0.003,20.6879940032959,500.0,3216,0.010926310904324055,980000,304,2.5889506340026855,-41.453826904296875
1948,,426.95,,,500.0,3216,,980000,304,,
1952,,426.95,,,500.0,3216,,980000,304,,
1956,,426.95,,,500.0,3216,,980000,304,,
1960,,426.95,,,500.0,3216,,980000,304,,
1964,49334,428.02,0.003,2.992758274078369,500.0,3249,0.009967774152755737,990000,304,1.4606146812438965,-39.537288665771484
1968,,428.02,,,500.0,3249,,990000,304,,
1972,,428.02,,,500.0,3249,,990000,304,,
1976,,428.02,,,500.0,3249,,990000,304,,
1980,,428.02,,,500.0,3249,,990000,304,,
1984,49834,422.65,0.003,-2.3107895851135254,500.0,3282,0.009776248596608639,1000000,304,2.1179378032684326,-35.299072265625
1988,,422.65,,,500.0,3282,,1000000,304,,
1992,,422.65,,,500.0,3283,,1000000,304,,
1996,,422.65,,,500.0,3283,,1000000,304,,
2000,,422.65,,,500.0,3283,,1000000,304,,
