train/learning_rate,rollout/ep_rew_mean,time/episodes,train/actor_loss,train/ent_coef_loss,train/critic_loss,time/time_elapsed,train/ent_coef,time/total_timesteps,rollout/ep_len_mean,time/fps,train/n_updates
,60.01948885000001,1572,,,,2654,,790000,500.0,297,
,60.01948885000001,1576,,,,2654,,790000,500.0,297,
,60.01948885000001,1580,,,,2654,,790000,500.0,297,
0.00075,62.95899604,1584,-7.057408332824707,2.9889767169952393,0.08178050816059113,2689,0.002016115700826049,800000,500.0,297,39834
,62.95899604,1588,,,,2689,,800000,500.0,297,
,62.95899604,1592,,,,2689,,800000,500.0,297,
,62.95899604,1596,,,,2689,,800000,500.0,297,
,62.95899604,1600,,,,2689,,800000,500.0,297,
0.00075,71.35111328,1604,-7.162215232849121,0.7406545877456665,0.05774172395467758,2722,0.0021965731866657734,810000,500.0,297,40334
,71.35111328,1608,,,,2722,,810000,500.0,297,
,71.35111328,1612,,,,2722,,810000,500.0,297,
,71.35111328,1616,,,,2722,,810000,500.0,297,
,71.35111328,1620,,,,2722,,810000,500.0,297,
0.00075,64.36526572,1624,-7.284756183624268,0.7697817087173462,0.38033515214920044,2755,0.001989290351048112,820000,500.0,297,40834
,64.36526572,1628,,,,2755,,820000,500.0,297,
,64.36526572,1632,,,,2755,,820000,500.0,297,
,64.36526572,1636,,,,2755,,820000,500.0,297,
,64.36526572,1640,,,,2755,,820000,500.0,297,
0.00075,59.04586228,1644,-6.9402360916137695,6.227413177490234,0.0774107426404953,2787,0.0025506126694381237,830000,500.0,297,41334
,59.04586228,1648,,,,2787,,830000,500.0,297,
,59.04586228,1652,,,,2788,,830000,500.0,297,
,59.04586228,1656,,,,2788,,830000,500.0,297,
,59.04586228,1660,,,,2788,,830000,500.0,297,
0.00075,52.83889854,1664,-7.98996639251709,5.029073238372803,0.4531821608543396,2821,0.002653006697073579,840000,500.0,297,41834
,52.83889854,1668,,,,2821,,840000,500.0,297,
,52.83889854,1672,,,,2821,,840000,500.0,297,
,52.83889854,1676,,,,2821,,840000,500.0,297,
,52.83889854,1680,,,,2821,,840000,500.0,297,
0.00075,43.98645328,1684,-7.052014350891113,-3.681917667388916,0.05984041467308998,2854,0.002652247902005911,850000,500.0,297,42334
,43.98645328,1688,,,,2854,,850000,500.0,297,
,43.98645328,1692,,,,2854,,850000,500.0,297,
,43.98645328,1696,,,,2854,,850000,500.0,297,
,43.98645328,1700,,,,2854,,850000,500.0,297,
0.00075,42.41887345,1704,-7.337820053100586,2.3001742362976074,0.08850899338722229,2887,0.0027491149958223104,860000,500.0,297,42834
,42.41887345,1708,,,,2887,,860000,500.0,297,
,42.41887345,1712,,,,2887,,860000,500.0,297,
,42.41887345,1716,,,,2887,,860000,500.0,297,
,42.41887345,1720,,,,2887,,860000,500.0,297,
0.00075,48.02405675999999,1724,-7.001952171325684,-7.192604064941406,0.07861264050006866,2919,0.0029295687563717365,870000,500.0,297,43334
,48.02405675999999,1728,,,,2919,,870000,500.0,297,
,48.02405675999999,1732,,,,2919,,870000,500.0,297,
,48.02405675999999,1736,,,,2919,,870000,500.0,297,
,48.02405675999999,1740,,,,2919,,870000,500.0,297,
0.00075,62.51503898,1744,-8.373720169067383,-4.364238739013672,0.1210402101278305,2952,0.002964792773127556,880000,500.0,298,43834
,62.51503898,1748,,,,2952,,880000,500.0,298,
,62.51503898,1752,,,,2952,,880000,500.0,298,
,62.51503898,1756,,,,2952,,880000,500.0,298,
,62.51503898,1760,,,,2952,,880000,500.0,298,
0.00075,66.34875562,1764,-8.539604187011719,2.1380133628845215,0.06320372223854065,2985,0.0029170538764446974,890000,500.0,298,44334
,66.34875562,1768,,,,2985,,890000,500.0,298,
,66.34875562,1772,,,,2985,,890000,500.0,298,
,66.34875562,1776,,,,2985,,890000,500.0,298,
,66.34875562,1780,,,,2985,,890000,500.0,298,
0.00075,65.59300900000001,1784,-7.907000541687012,7.2970871925354,0.08397237956523895,3018,0.0031824621837586164,900000,500.0,298,44834
,65.59300900000001,1788,,,,3018,,900000,500.0,298,
,65.59300900000001,1792,,,,3018,,900000,500.0,298,
,65.59300900000001,1796,,,,3018,,900000,500.0,298,
,65.59300900000001,1800,,,,3018,,900000,500.0,298,
0.00075,67.70166303,1804,-7.981836318969727,-2.5223090648651123,0.12546896934509277,3051,0.003224703948944807,910000,500.0,298,45334
,67.70166303,1808,,,,3051,,910000,500.0,298,
,67.70166303,1812,,,,3051,,910000,500.0,298,
,67.70166303,1816,,,,3051,,910000,500.0,298,
,67.70166303,1820,,,,3051,,910000,500.0,298,
0.00075,56.944983329999985,1824,-7.893036365509033,1.2017576694488525,0.07057636976242065,3084,0.0032014737371355295,920000,500.0,298,45834
,56.944983329999985,1828,,,,3084,,920000,500.0,298,
,56.944983329999985,1832,,,,3084,,920000,500.0,298,
,56.944983329999985,1836,,,,3084,,920000,500.0,298,
,56.944983329999985,1840,,,,3084,,920000,500.0,298,
0.00075,36.18060165,1844,-9.407957077026367,2.407090425491333,0.09183971583843231,3116,0.0035070909652858973,930000,500.0,298,46334
,36.18060165,1848,,,,3116,,930000,500.0,298,
,36.18060165,1852,,,,3116,,930000,500.0,298,
,36.18060165,1856,,,,3116,,930000,500.0,298,
,36.18060165,1860,,,,3116,,930000,500.0,298,
0.00075,24.870091499999994,1864,-10.421198844909668,-4.263171195983887,0.24250377714633942,3149,0.0036481590941548347,940000,500.0,298,46834
,24.870091499999994,1868,,,,3149,,940000,500.0,298,
,24.870091499999994,1872,,,,3149,,940000,500.0,298,
,24.870091499999994,1876,,,,3149,,940000,500.0,298,
,24.870091499999994,1880,,,,3149,,940000,500.0,298,
0.00075,13.150448039999999,1884,-9.659951210021973,-0.5504910945892334,0.08890198916196823,3181,0.0034464069176465273,950000,500.0,298,47334
,13.150448039999999,1888,,,,3181,,950000,500.0,298,
,13.150448039999999,1892,,,,3181,,950000,500.0,298,
,13.150448039999999,1896,,,,3181,,950000,500.0,298,
,13.150448039999999,1900,,,,3181,,950000,500.0,298,
0.00075,0.94854924,1904,-9.450984954833984,-1.9546281099319458,0.1435527205467224,3214,0.003984714858233929,960000,500.0,298,47834
,0.94854924,1908,,,,3214,,960000,500.0,298,
,0.94854924,1912,,,,3214,,960000,500.0,298,
,0.94854924,1916,,,,3214,,960000,500.0,298,
,0.94854924,1920,,,,3214,,960000,500.0,298,
0.00075,0.94856251,1924,-10.866170883178711,-2.3295531272888184,0.05775843560695648,3247,0.004166593309491873,970000,500.0,298,48334
,0.94856251,1928,,,,3247,,970000,500.0,298,
,0.94856251,1932,,,,3247,,970000,500.0,298,
,0.94856251,1936,,,,3247,,970000,500.0,298,
,0.94856251,1940,,,,3247,,970000,500.0,298,
0.00075,0.9485625100000001,1944,-10.342727661132812,-3.8664028644561768,0.1353307068347931,3279,0.003927546087652445,980000,500.0,298,48834
,0.9485625100000001,1948,,,,3279,,980000,500.0,298,
,0.9485625100000001,1952,,,,3279,,980000,500.0,298,
,0.9485625100000001,1956,,,,3279,,980000,500.0,298,
,0.9485625100000001,1960,,,,3279,,980000,500.0,298,
0.00075,0.90647059,1964,-10.169316291809082,-5.630263805389404,0.06032262742519379,3312,0.0035355936270207167,990000,500.0,298,49334
,0.90647059,1968,,,,3312,,990000,500.0,298,
,0.90647059,1972,,,,3312,,990000,500.0,298,
,0.90647059,1976,,,,3312,,990000,500.0,298,
,0.90647059,1980,,,,3312,,990000,500.0,298,
0.00075,0.66940892,1984,-9.307977676391602,-5.081063747406006,0.1096971407532692,3343,0.003944664727896452,1000000,500.0,299,49834
,0.66940892,1988,,,,3343,,1000000,500.0,299,
,0.66940892,1992,,,,3343,,1000000,500.0,299,
,0.66940892,1996,,,,3343,,1000000,500.0,299,
,0.66940892,2000,,,,3343,,1000000,500.0,299,
