train/critic_loss,time/time_elapsed,train/learning_rate,rollout/ep_len_mean,time/fps,train/actor_loss,train/n_updates,rollout/ep_rew_mean,train/ent_coef_loss,time/episodes,train/ent_coef,time/total_timesteps
0.033177949488162994,3894,0.00075,500.0,210,-2.0108466148376465,58264,0.0,-1.304709792137146,1630,0.00035832758294418454,819000
0.03876505419611931,3926,0.00075,500.0,210,-2.0189523696899414,58764,0.0,7.69962215423584,1640,0.00037230763700790703,826000
,3926,,500.0,210,,,0.0,,1650,,826000
0.04185368865728378,3958,0.00075,500.0,210,-1.9925540685653687,59264,0.0,-11.009875297546387,1660,0.0003633468586485833,833000
0.008982236497104168,3989,0.00075,500.0,210,-1.9661877155303955,59764,0.0,8.628196716308594,1670,0.0003688977158162743,840000
,3989,,500.0,210,,,0.0,,1680,,840000
0.06210589408874512,4021,0.00075,500.0,210,-1.9299991130828857,60264,0.0,6.269926071166992,1690,0.00042405762360431254,847000
0.0007065188838168979,4053,0.00075,500.0,210,-1.9045071601867676,60764,0.0,-4.504837512969971,1700,0.00036588156945072114,854000
0.001577588845975697,4085,0.00075,500.0,210,-1.8697799444198608,61264,0.0,0.6296001672744751,1710,0.00038295527338050306,861000
,4085,,500.0,210,,,0.0,,1720,,861000
0.0008530286722816527,4118,0.00075,500.0,210,-1.8376858234405518,61764,0.0,-6.27119255065918,1730,0.0003737252263817936,868000
0.030731670558452606,4151,0.00075,500.0,210,-1.9456061124801636,62264,0.0,-2.6401610374450684,1740,0.00036641478072851896,875000
,4151,,500.0,210,,,0.0,,1750,,875000
0.0010814821580424905,4183,0.00075,500.0,210,-1.813429355621338,62764,0.0,-5.2795281410217285,1760,0.00039895891677588224,882000
0.0008874129271134734,4214,0.00075,500.0,210,-1.7698450088500977,63264,0.0,7.370121955871582,1770,0.00040333563811145723,889000
0.0007531467126682401,4246,0.00075,500.0,210,-1.7748606204986572,63764,2.09,-4.495490074157715,1780,0.0004129607114009559,896000
,4246,,500.0,210,,,2.09,,1790,,896000
0.0010258632246404886,4278,0.00075,500.0,211,-1.8567135334014893,64264,2.09,3.8619019985198975,1800,0.0004167113220319152,903000
0.0008253363193944097,4310,0.00075,500.0,211,-1.8503793478012085,64764,2.09,9.010231971740723,1810,0.00043940325849689543,910000
,4310,,500.0,211,,,2.09,,1820,,910000
0.025192806497216225,4342,0.00075,500.0,211,-1.8272593021392822,65264,2.09,-10.310745239257812,1830,0.00045010639587417245,917000
0.0011839047074317932,4374,0.00075,500.0,211,-1.7677119970321655,65764,2.09,3.957545757293701,1840,0.0004120908270124346,924000
0.034814976155757904,4406,0.00075,500.0,211,-1.7871060371398926,66264,2.09,13.220048904418945,1850,0.0004487252444960177,931000
,4406,,500.0,211,,,2.09,,1860,,931000
0.0011646327329799533,4437,0.00075,500.0,211,-1.7800521850585938,66764,2.09,-0.5229008197784424,1870,0.00044729927321895957,938000
0.0013965379912406206,4469,0.00075,500.0,211,-1.739861249923706,67264,0.0,-4.497687816619873,1880,0.00045547878835350275,945000
,4469,,500.0,211,,,0.0,,1890,,945000
0.0008593943202868104,4502,0.00075,500.0,211,-1.7889457941055298,67764,0.0,-3.2069149017333984,1900,0.0004990426823496819,952000
0.020895011723041534,4535,0.00075,500.0,211,-1.7835333347320557,68264,0.0,4.060598850250244,1910,0.00047213389188982546,959000
0.0012451797956600785,4570,0.00075,500.0,211,-1.7926512956619263,68764,0.0,12.725923538208008,1920,0.0004954750766046345,966000
,4570,,500.0,211,,,0.0,,1930,,966000
0.0006751376786269248,4604,0.00075,500.0,211,-1.7812765836715698,69264,0.0,4.322791576385498,1940,0.00044588404125534,973000
0.009381415322422981,4642,0.00075,500.0,211,-1.8021175861358643,69764,0.0,0.7885733842849731,1950,0.0005016587092541158,980000
,4642,,500.0,211,,,0.0,,1960,,980000
0.0008987383916974068,4675,0.00075,500.0,211,-1.7227158546447754,70264,0.0,0.46614694595336914,1970,0.0005162156885489821,987000
0.048176467418670654,4707,0.00075,500.0,211,-1.7905266284942627,70764,0.0,0.6437690258026123,1980,0.00047483821981586516,994000
