train/ent_coef_loss,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/learning_rate,train/ent_coef,train/actor_loss,train/critic_loss,time/episodes
14.087753295898438,219,3921,861000,500.0,1.84,61264,0.00075,0.0004456446913536638,-1.9492578506469727,0.016291983425617218,1710
,219,3921,861000,500.0,1.84,,,,,,1720
6.503420829772949,219,3956,868000,500.0,0.15,61764,0.00075,0.00047030512359924614,-1.8580145835876465,0.0009408901096321642,1730
5.215429306030273,219,3990,875000,500.0,0.15,62264,0.00075,0.00047442474169656634,-1.9869691133499146,0.0007168734446167946,1740
,219,3990,875000,500.0,0.15,,,,,,1750
-5.918734550476074,219,4024,882000,500.0,0.12,62764,0.00075,0.0005015259957872331,-2.0056698322296143,0.012833251617848873,1760
1.602776050567627,219,4058,889000,500.0,0.0,63264,0.00075,0.0005135865649208426,-2.0041615962982178,0.0008345713140442967,1770
4.150751113891602,218,4091,896000,500.0,0.0,63764,0.00075,0.0005118358531035483,-2.03515362739563,0.012140363454818726,1780
,218,4091,896000,500.0,0.0,,,,,,1790
7.162696838378906,218,4124,903000,500.0,0.0,64264,0.00075,0.0006086084176786244,-2.1637492179870605,0.0007942127413116395,1800
1.1596598625183105,218,4157,910000,500.0,0.0,64764,0.00075,0.0005941627896390855,-2.026245594024658,0.0017277431907132268,1810
,218,4157,910000,500.0,0.0,,,,,,1820
-2.3859288692474365,218,4191,917000,500.0,0.0,65264,0.00075,0.0006421486032195389,-2.0315141677856445,0.00102939922362566,1830
4.713278293609619,218,4225,924000,500.0,0.0,65764,0.00075,0.000617000216152519,-2.1467204093933105,0.07996900379657745,1840
-8.28309154510498,218,4258,931000,500.0,0.0,66264,0.00075,0.0006585416267625988,-2.102266311645508,0.0011759574990719557,1850
,218,4258,931000,500.0,0.0,,,,,,1860
1.8135820627212524,218,4291,938000,500.0,0.0,66764,0.00075,0.0006864081951789558,-2.07716703414917,0.0014660890446975827,1870
-6.568931579589844,218,4325,945000,500.0,0.0,67264,0.00075,0.000698112475220114,-1.9690866470336914,0.019168294966220856,1880
,218,4325,945000,500.0,0.0,,,,,,1890
2.5038745403289795,218,4358,952000,500.0,0.0,67764,0.00075,0.0006217510090209544,-2.092458724975586,0.04294537752866745,1900
13.643926620483398,218,4392,959000,500.0,0.0,68264,0.00075,0.0006683133542537689,-2.0211362838745117,0.0008713562274351716,1910
1.0672510862350464,218,4425,966000,500.0,0.0,68764,0.00075,0.0006441380246542394,-2.070713520050049,0.0019310093484818935,1920
,218,4425,966000,500.0,0.0,,,,,,1930
1.8801602125167847,218,4459,973000,500.0,0.0,69264,0.00075,0.0006380886770784855,-2.0084054470062256,0.0013527143746614456,1940
-8.023225784301758,218,4492,980000,500.0,0.0,69764,0.00075,0.0006270731682889163,-2.1552376747131348,0.07134538888931274,1950
,218,4492,980000,500.0,0.0,,,,,,1960
-0.7784651517868042,218,4526,987000,500.0,0.0,70264,0.00075,0.0006800689152441919,-2.0200767517089844,0.0010311714140698314,1970
0.958216667175293,217,4561,994000,500.0,0.0,70764,0.00075,0.0006479381117969751,-2.05763578414917,0.0010090356227010489,1980
