time/episodes,time/fps,train/critic_loss,train/n_updates,train/ent_coef,rollout/ep_rew_mean,train/learning_rate,rollout/ep_len_mean,time/time_elapsed,train/ent_coef_loss,train/actor_loss,time/total_timesteps
1568,387,,,,13.758160839999999,,500.0,2040,,,790000
1572,387,,,,13.758160839999999,,500.0,2040,,,790000
1576,387,,,,13.758160839999999,,500.0,2040,,,790000
1580,387,,,,13.758160839999999,,500.0,2040,,,790000
1584,386,0.008822955191135406,39834,0.0013524385867640376,15.523329310000001,0.0003,500.0,2067,11.364899635314941,-11.29292106628418,800000
1588,386,,,,15.523329310000001,,500.0,2067,,,800000
1592,386,,,,15.523329310000001,,500.0,2067,,,800000
1596,386,,,,15.523329310000001,,500.0,2067,,,800000
1600,386,,,,15.523329310000001,,500.0,2067,,,800000
1604,386,0.009987672790884972,40334,0.0013674115762114525,14.599504770000001,0.0003,500.0,2095,0.6784843802452087,-11.141033172607422,810000
1608,386,,,,14.599504770000001,,500.0,2095,,,810000
1612,386,,,,14.599504770000001,,500.0,2095,,,810000
1616,386,,,,14.599504770000001,,500.0,2095,,,810000
1620,386,,,,14.599504770000001,,500.0,2095,,,810000
1624,386,0.014616569504141808,40834,0.0013560607330873609,12.188552670000002,0.0003,500.0,2123,-5.297727108001709,-11.070133209228516,820000
1628,386,,,,12.188552670000002,,500.0,2123,,,820000
1632,386,,,,12.188552670000002,,500.0,2123,,,820000
1636,386,,,,12.188552670000002,,500.0,2123,,,820000
1640,386,,,,12.188552670000002,,500.0,2123,,,820000
1644,386,0.013112351298332214,41334,0.001320142881013453,9.4185104,0.0003,500.0,2148,11.372435569763184,-10.778725624084473,830000
1648,386,,,,9.4185104,,500.0,2148,,,830000
1652,386,,,,9.4185104,,500.0,2148,,,830000
1656,386,,,,9.4185104,,500.0,2148,,,830000
1660,386,,,,9.4185104,,500.0,2148,,,830000
1664,386,0.005980475805699825,41834,0.0012868639314547181,9.76000815,0.0003,500.0,2174,-5.657888412475586,-10.763443946838379,840000
1668,386,,,,9.76000815,,500.0,2174,,,840000
1672,386,,,,9.76000815,,500.0,2174,,,840000
1676,386,,,,9.76000815,,500.0,2174,,,840000
1680,386,,,,9.76000815,,500.0,2174,,,840000
1684,386,0.007857208140194416,42334,0.0012811502674594522,8.935265079999999,0.0003,500.0,2199,-4.164997100830078,-10.797199249267578,850000
1688,386,,,,8.935265079999999,,500.0,2199,,,850000
1692,386,,,,8.935265079999999,,500.0,2199,,,850000
1696,386,,,,8.935265079999999,,500.0,2199,,,850000
1700,386,,,,8.935265079999999,,500.0,2199,,,850000
1704,386,0.006362218409776688,42834,0.0013069320702925324,8.814504150000001,0.0003,500.0,2227,15.927342414855957,-10.379131317138672,860000
1708,386,,,,8.814504150000001,,500.0,2227,,,860000
1712,386,,,,8.814504150000001,,500.0,2227,,,860000
1716,386,,,,8.814504150000001,,500.0,2227,,,860000
1720,386,,,,8.814504150000001,,500.0,2227,,,860000
1724,386,0.011668490245938301,43334,0.0012966273352503777,6.758400259999998,0.0003,500.0,2252,2.679816246032715,-10.075960159301758,870000
1728,386,,,,6.758400259999998,,500.0,2252,,,870000
1732,386,,,,6.758400259999998,,500.0,2252,,,870000
1736,386,,,,6.758400259999998,,500.0,2252,,,870000
1740,386,,,,6.758400259999998,,500.0,2252,,,870000
1744,386,0.012059733271598816,43834,0.001349719357676804,5.10570995,0.0003,500.0,2278,-0.5174665451049805,-9.935988426208496,880000
1748,386,,,,5.10570995,,500.0,2278,,,880000
1752,386,,,,5.10570995,,500.0,2278,,,880000
1756,386,,,,5.10570995,,500.0,2278,,,880000
1760,386,,,,5.10570995,,500.0,2278,,,880000
1764,386,0.030961673706769943,44334,0.0012769023887813091,4.36070832,0.0003,500.0,2303,-11.215420722961426,-9.797554016113281,890000
1768,386,,,,4.36070832,,500.0,2303,,,890000
1772,386,,,,4.36070832,,500.0,2303,,,890000
1776,386,,,,4.36070832,,500.0,2303,,,890000
1780,386,,,,4.36070832,,500.0,2303,,,890000
1784,386,0.7151644229888916,44834,0.0012500649318099022,3.4354720199999997,0.0003,500.0,2329,-1.7619092464447021,-9.668035507202148,900000
1788,386,,,,3.4354720199999997,,500.0,2329,,,900000
1792,386,,,,3.4354720199999997,,500.0,2329,,,900000
1796,386,,,,3.4354720199999997,,500.0,2329,,,900000
1800,386,,,,3.4354720199999997,,500.0,2329,,,900000
1804,386,0.007877122610807419,45334,0.0012320942478254437,6.134889529999999,0.0003,500.0,2356,-3.92525577545166,-9.518692016601562,910000
1808,386,,,,6.134889529999999,,500.0,2356,,,910000
1812,386,,,,6.134889529999999,,500.0,2356,,,910000
1816,386,,,,6.134889529999999,,500.0,2356,,,910000
1820,386,,,,6.134889529999999,,500.0,2356,,,910000
1824,386,0.007959522306919098,45834,0.0012516055721789598,8.269486530000002,0.0003,500.0,2383,6.364720821380615,-9.307525634765625,920000
1828,386,,,,8.269486530000002,,500.0,2383,,,920000
1832,386,,,,8.269486530000002,,500.0,2383,,,920000
1836,386,,,,8.269486530000002,,500.0,2383,,,920000
1840,386,,,,8.269486530000002,,500.0,2383,,,920000
1844,386,1.3676731586456299,46334,0.0012748569715768099,9.07126727,0.0003,500.0,2409,-5.764334201812744,-8.728282928466797,930000
1848,386,,,,9.07126727,,500.0,2409,,,930000
1852,386,,,,9.07126727,,500.0,2409,,,930000
1856,386,,,,9.07126727,,500.0,2409,,,930000
1860,386,,,,9.07126727,,500.0,2409,,,930000
1864,385,0.1034889668226242,46834,0.0011509961914271116,12.795599339999999,0.0003,500.0,2435,-5.452070713043213,-8.83410930633545,940000
1868,385,,,,12.795599339999999,,500.0,2435,,,940000
1872,385,,,,12.795599339999999,,500.0,2435,,,940000
1876,385,,,,12.795599339999999,,500.0,2435,,,940000
1880,385,,,,12.795599339999999,,500.0,2435,,,940000
1884,385,0.0033076833933591843,47334,0.001103754504583776,16.774211349999998,0.0003,500.0,2461,3.024106979370117,-8.474106788635254,950000
1888,385,,,,16.774211349999998,,500.0,2461,,,950000
1892,385,,,,16.774211349999998,,500.0,2461,,,950000
1896,385,,,,16.774211349999998,,500.0,2461,,,950000
1900,385,,,,16.774211349999998,,500.0,2461,,,950000
1904,385,0.004343455657362938,47834,0.0010525587713345885,16.10234101,0.0003,500.0,2487,3.284895420074463,-8.175127029418945,960000
1908,385,,,,16.10234101,,500.0,2487,,,960000
1912,385,,,,16.10234101,,500.0,2487,,,960000
1916,385,,,,16.10234101,,500.0,2487,,,960000
1920,385,,,,16.10234101,,500.0,2487,,,960000
1924,385,0.004279084969311953,48334,0.0010514336172491312,18.075686270000002,0.0003,500.0,2513,17.585702896118164,-8.246654510498047,970000
1928,385,,,,18.075686270000002,,500.0,2513,,,970000
1932,385,,,,18.075686270000002,,500.0,2513,,,970000
1936,385,,,,18.075686270000002,,500.0,2513,,,970000
1940,385,,,,18.075686270000002,,500.0,2513,,,970000
1944,385,0.002566810231655836,48834,0.0010860151378437877,17.3568861,0.0003,500.0,2539,1.6551566123962402,-7.998281478881836,980000
1948,385,,,,17.3568861,,500.0,2539,,,980000
1952,385,,,,17.3568861,,500.0,2539,,,980000
1956,385,,,,17.3568861,,500.0,2539,,,980000
1960,385,,,,17.3568861,,500.0,2539,,,980000
1964,385,0.006822698749601841,49334,0.0010835694847628474,16.59636356,0.0003,500.0,2565,-13.819757461547852,-8.03075122833252,990000
1968,385,,,,16.59636356,,500.0,2565,,,990000
1972,385,,,,16.59636356,,500.0,2565,,,990000
1976,385,,,,16.59636356,,500.0,2565,,,990000
1980,385,,,,16.59636356,,500.0,2565,,,990000
1984,385,0.008338053710758686,49834,0.001080085407011211,14.006391150000002,0.0003,500.0,2591,-7.534950256347656,-7.993953704833984,1000000
1988,385,,,,14.006391150000002,,500.0,2591,,,1000000
1992,385,,,,14.006391150000002,,500.0,2591,,,1000000
1996,385,,,,14.006391150000002,,500.0,2591,,,1000000
2000,385,,,,14.006391150000002,,500.0,2591,,,1000000
