train/learning_rate,train/critic_loss,train/ent_coef,rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,train/ent_coef_loss,train/n_updates,train/actor_loss,time/time_elapsed,time/total_timesteps,time/fps
0.00075,0.6153041124343872,0.009377405047416687,500.0,1744,111.11,5.562618255615234,43834,-23.195392608642578,2972,880000,296
,,,500.0,1748,111.11,,,,2972,880000,296
,,,500.0,1752,111.11,,,,2972,880000,296
,,,500.0,1756,111.11,,,,2972,880000,296
,,,500.0,1760,111.11,,,,2972,880000,296
0.00075,1.0342230796813965,0.01063415315002203,500.0,1764,106.24,-3.0516178607940674,44334,-25.628211975097656,3005,890000,296
,,,500.0,1768,106.24,,,,3005,890000,296
,,,500.0,1772,106.24,,,,3005,890000,296
,,,500.0,1776,106.24,,,,3005,890000,296
,,,500.0,1780,106.24,,,,3005,890000,296
0.00075,0.3702293038368225,0.010472341440618038,500.0,1784,99.23,-2.608132839202881,44834,-20.78013801574707,3038,900000,296
,,,500.0,1788,99.23,,,,3038,900000,296
,,,500.0,1792,99.23,,,,3038,900000,296
,,,500.0,1796,99.23,,,,3038,900000,296
,,,500.0,1800,99.23,,,,3038,900000,296
0.00075,4.575263023376465,0.011555947363376617,500.0,1804,107.96,3.9209401607513428,45334,-27.03940200805664,3071,910000,296
,,,500.0,1808,107.96,,,,3071,910000,296
,,,500.0,1812,107.96,,,,3071,910000,296
,,,500.0,1816,107.96,,,,3071,910000,296
,,,500.0,1820,107.96,,,,3071,910000,296
0.00075,1.1459877490997314,0.01116421353071928,500.0,1824,128.72,-2.4223411083221436,45834,-26.681142807006836,3103,920000,296
,,,500.0,1828,128.72,,,,3103,920000,296
,,,500.0,1832,128.72,,,,3103,920000,296
,,,500.0,1836,128.72,,,,3103,920000,296
,,,500.0,1840,128.72,,,,3103,920000,296
0.00075,0.7607833743095398,0.011134038679301739,500.0,1844,160.16,0.164570152759552,46334,-28.982337951660156,3134,930000,296
,,,500.0,1848,160.16,,,,3135,930000,296
,,,500.0,1852,160.16,,,,3135,930000,296
,,,500.0,1856,160.16,,,,3135,930000,296
,,,500.0,1860,160.16,,,,3135,930000,296
0.00075,1.8133472204208374,0.010591385886073112,500.0,1864,161.98,-2.2317495346069336,46834,-31.64550018310547,3166,940000,296
,,,500.0,1868,161.98,,,,3166,940000,296
,,,500.0,1872,161.98,,,,3166,940000,296
,,,500.0,1876,161.98,,,,3166,940000,296
,,,500.0,1880,161.98,,,,3167,940000,296
0.00075,1.6612162590026855,0.011109992861747742,500.0,1884,174.84,-0.9969081282615662,47334,-27.035446166992188,3199,950000,296
,,,500.0,1888,174.84,,,,3199,950000,296
,,,500.0,1892,174.84,,,,3199,950000,296
,,,500.0,1896,174.84,,,,3199,950000,296
,,,500.0,1900,174.84,,,,3199,950000,296
0.00075,0.6665427684783936,0.011381341144442558,500.0,1904,156.79,-5.1628737449646,47834,-25.05684471130371,3232,960000,296
,,,500.0,1908,156.79,,,,3232,960000,296
,,,500.0,1912,156.79,,,,3232,960000,296
,,,500.0,1916,156.79,,,,3232,960000,296
,,,500.0,1920,156.79,,,,3232,960000,296
0.00075,42.41216278076172,0.011319393292069435,500.0,1924,201.71,-1.1438400745391846,48334,-30.995216369628906,3266,970000,296
,,,500.0,1928,201.71,,,,3266,970000,296
,,,500.0,1932,201.71,,,,3266,970000,296
,,,500.0,1936,201.71,,,,3266,970000,296
,,,500.0,1940,201.71,,,,3266,970000,296
0.00075,0.7422483563423157,0.012907085008919239,500.0,1944,194.7,2.9246740341186523,48834,-26.24470329284668,3298,980000,297
,,,500.0,1948,194.7,,,,3298,980000,297
,,,500.0,1952,194.7,,,,3298,980000,297
,,,500.0,1956,194.7,,,,3298,980000,297
,,,500.0,1960,194.7,,,,3298,980000,297
0.00075,1.0564981698989868,0.012596121989190578,500.0,1964,211.21,1.438140630722046,49334,-31.078935623168945,3330,990000,297
,,,500.0,1968,211.21,,,,3330,990000,297
,,,500.0,1972,211.21,,,,3330,990000,297
,,,500.0,1976,211.21,,,,3330,990000,297
,,,500.0,1980,211.21,,,,3330,990000,297
0.00075,0.8626632690429688,0.012204098515212536,500.0,1984,202.48,-1.6797120571136475,49834,-30.883197784423828,3363,1000000,297
,,,500.0,1988,202.48,,,,3363,1000000,297
,,,500.0,1992,202.48,,,,3363,1000000,297
,,,500.0,1996,202.48,,,,3363,1000000,297
,,,500.0,2000,202.48,,,,3363,1000000,297
