train/n_updates,time/fps,train/ent_coef,train/learning_rate,time/total_timesteps,time/episodes,rollout/ep_len_mean,train/ent_coef_loss,train/critic_loss,rollout/ep_rew_mean,time/time_elapsed,train/actor_loss
,309,,,790000,1572,500.0,,,100.05650865999998,2553,
,309,,,790000,1576,500.0,,,100.05650865999998,2553,
,309,,,790000,1580,500.0,,,100.05650865999998,2553,
39834,309,0.0026258393190801144,0.00075,800000,1584,500.0,-1.9376527070999146,0.021105624735355377,111.21350397,2586,-7.989544868469238
,309,,,800000,1588,500.0,,,111.21350397,2586,
,309,,,800000,1592,500.0,,,111.21350397,2586,
,309,,,800000,1596,500.0,,,111.21350397,2586,
,309,,,800000,1600,500.0,,,111.21350397,2586,
40334,309,0.0025173486210405827,0.00075,810000,1604,500.0,7.246577739715576,0.026091691106557846,114.42149317000002,2619,-8.535894393920898
,309,,,810000,1608,500.0,,,114.42149317000002,2619,
,309,,,810000,1612,500.0,,,114.42149317000002,2619,
,309,,,810000,1616,500.0,,,114.42149317000002,2619,
,309,,,810000,1620,500.0,,,114.42149317000002,2619,
40834,309,0.0028025906067341566,0.00075,820000,1624,500.0,5.0158491134643555,0.023140685632824898,104.72105195999998,2652,-9.01943588256836
,309,,,820000,1628,500.0,,,104.72105195999998,2652,
,309,,,820000,1632,500.0,,,104.72105195999998,2652,
,309,,,820000,1636,500.0,,,104.72105195999998,2652,
,309,,,820000,1640,500.0,,,104.72105195999998,2652,
41334,309,0.0029083359986543655,0.00075,830000,1644,500.0,-2.966388702392578,0.015151001513004303,105.83646805999999,2685,-8.387246131896973
,309,,,830000,1648,500.0,,,105.83646805999999,2685,
,309,,,830000,1652,500.0,,,105.83646805999999,2685,
,309,,,830000,1656,500.0,,,105.83646805999999,2685,
,309,,,830000,1660,500.0,,,105.83646805999999,2685,
41834,309,0.003069358179345727,0.00075,840000,1664,500.0,-1.1640554666519165,0.04489481449127197,132.36627740999998,2717,-8.225255012512207
,309,,,840000,1668,500.0,,,132.36627740999998,2717,
,309,,,840000,1672,500.0,,,132.36627740999998,2717,
,309,,,840000,1676,500.0,,,132.36627740999998,2717,
,309,,,840000,1680,500.0,,,132.36627740999998,2717,
42334,309,0.0030721197836101055,0.00075,850000,1684,500.0,-5.626615524291992,0.016136176884174347,134.18227859,2750,-9.01482105255127
,309,,,850000,1688,500.0,,,134.18227859,2750,
,309,,,850000,1692,500.0,,,134.18227859,2750,
,309,,,850000,1696,500.0,,,134.18227859,2750,
,309,,,850000,1700,500.0,,,134.18227859,2750,
42834,308,0.003166486509144306,0.00075,860000,1704,500.0,-0.4462651014328003,0.05737965926527977,143.53015254,2783,-9.19447135925293
,308,,,860000,1708,500.0,,,143.53015254,2783,
,308,,,860000,1712,500.0,,,143.53015254,2783,
,308,,,860000,1716,500.0,,,143.53015254,2783,
,308,,,860000,1720,500.0,,,143.53015254,2783,
43334,308,0.003189092967659235,0.00075,870000,1724,500.0,-2.542206287384033,0.02385851927101612,152.81144834,2816,-9.039772033691406
,308,,,870000,1728,500.0,,,152.81144834,2816,
,308,,,870000,1732,500.0,,,152.81144834,2816,
,308,,,870000,1736,500.0,,,152.81144834,2816,
,308,,,870000,1740,500.0,,,152.81144834,2816,
43834,308,0.003381111193448305,0.00075,880000,1744,500.0,2.0562150478363037,0.07395444810390472,143.07172745000003,2848,-9.892176628112793
,308,,,880000,1748,500.0,,,143.07172745000003,2848,
,308,,,880000,1752,500.0,,,143.07172745000003,2848,
,308,,,880000,1756,500.0,,,143.07172745000003,2848,
,308,,,880000,1760,500.0,,,143.07172745000003,2848,
44334,308,0.003523788182064891,0.00075,890000,1764,500.0,1.612269639968872,0.03718138486146927,144.49538922000002,2881,-9.86241340637207
,308,,,890000,1768,500.0,,,144.49538922000002,2882,
,308,,,890000,1772,500.0,,,144.49538922000002,2882,
,308,,,890000,1776,500.0,,,144.49538922000002,2882,
,308,,,890000,1780,500.0,,,144.49538922000002,2882,
44834,308,0.0036247000098228455,0.00075,900000,1784,500.0,3.233057975769043,0.04300982505083084,145.62928327,2914,-9.669747352600098
,308,,,900000,1788,500.0,,,145.62928327,2914,
,308,,,900000,1792,500.0,,,145.62928327,2914,
,308,,,900000,1796,500.0,,,145.62928327,2914,
,308,,,900000,1800,500.0,,,145.62928327,2914,
45334,308,0.0037077213637530804,0.00075,910000,1804,500.0,-3.0953774452209473,0.03286086022853851,148.36855629,2948,-9.940589904785156
,308,,,910000,1808,500.0,,,148.36855629,2948,
,308,,,910000,1812,500.0,,,148.36855629,2948,
,308,,,910000,1816,500.0,,,148.36855629,2948,
,308,,,910000,1820,500.0,,,148.36855629,2948,
45834,308,0.0036213244311511517,0.00075,920000,1824,500.0,-5.501587390899658,0.16356000304222107,136.65778132000003,2980,-9.764572143554688
,308,,,920000,1828,500.0,,,136.65778132000003,2980,
,308,,,920000,1832,500.0,,,136.65778132000003,2980,
,308,,,920000,1836,500.0,,,136.65778132000003,2980,
,308,,,920000,1840,500.0,,,136.65778132000003,2980,
46334,308,0.003486034693196416,0.00075,930000,1844,500.0,-1.861612319946289,0.06533128768205643,134.8403166,3013,-9.536977767944336
,308,,,930000,1848,500.0,,,134.8403166,3013,
,308,,,930000,1852,500.0,,,134.8403166,3013,
,308,,,930000,1856,500.0,,,134.8403166,3013,
,308,,,930000,1860,500.0,,,134.8403166,3013,
46834,308,0.0036670074332505465,0.00075,940000,1864,500.0,0.2192234992980957,0.050772733986377716,127.13919634,3046,-10.663200378417969
,308,,,940000,1868,500.0,,,127.13919634,3046,
,308,,,940000,1872,500.0,,,127.13919634,3046,
,308,,,940000,1876,500.0,,,127.13919634,3046,
,308,,,940000,1880,500.0,,,127.13919634,3046,
47334,308,0.003800232894718647,0.00075,950000,1884,500.0,-4.644906044006348,0.04856383055448532,112.86224301,3079,-10.925420761108398
,308,,,950000,1888,500.0,,,112.86224301,3079,
,308,,,950000,1892,500.0,,,112.86224301,3079,
,308,,,950000,1896,500.0,,,112.86224301,3079,
,308,,,950000,1900,500.0,,,112.86224301,3079,
47834,308,0.003670881036669016,0.00075,960000,1904,500.0,-4.5212812423706055,1.2509491443634033,108.16812354,3111,-11.119522094726562
,308,,,960000,1908,500.0,,,108.16812354,3111,
,308,,,960000,1912,500.0,,,108.16812354,3112,
,308,,,960000,1916,500.0,,,108.16812354,3112,
,308,,,960000,1920,500.0,,,108.16812354,3112,
48334,308,0.0038827897515147924,0.00075,970000,1924,500.0,3.123704433441162,0.09892558306455612,108.26090900999999,3144,-10.926019668579102
,308,,,970000,1928,500.0,,,108.26090900999999,3144,
,308,,,970000,1932,500.0,,,108.26090900999999,3144,
,308,,,970000,1936,500.0,,,108.26090900999999,3144,
,308,,,970000,1940,500.0,,,108.26090900999999,3144,
48834,308,0.0035121547989547253,0.00075,980000,1944,500.0,-0.7895883917808533,0.053072184324264526,118.81515010999999,3176,-10.095752716064453
,308,,,980000,1948,500.0,,,118.81515010999999,3176,
,308,,,980000,1952,500.0,,,118.81515010999999,3176,
,308,,,980000,1956,500.0,,,118.81515010999999,3176,
,308,,,980000,1960,500.0,,,118.81515010999999,3176,
49334,308,0.0037462038453668356,0.00075,990000,1964,500.0,3.349980592727661,0.06051917001605034,113.41469106000001,3208,-10.627927780151367
,308,,,990000,1968,500.0,,,113.41469106000001,3208,
,308,,,990000,1972,500.0,,,113.41469106000001,3208,
,308,,,990000,1976,500.0,,,113.41469106000001,3208,
,308,,,990000,1980,500.0,,,113.41469106000001,3208,
49834,308,0.003789742710068822,0.00075,1000000,1984,500.0,-2.9251761436462402,0.03467294201254845,116.83179466999998,3240,-10.629291534423828
,308,,,1000000,1988,500.0,,,116.83179466999998,3240,
,308,,,1000000,1992,500.0,,,116.83179466999998,3240,
,308,,,1000000,1996,500.0,,,116.83179466999998,3240,
,308,,,1000000,2000,500.0,,,116.83179466999998,3240,
